chrom	position	window	dist_ratio	count
2L	1215000	1210000-1219999	0.918276774106783	78
2L	1235000	1230000-1239999	1.06840162125286	91
2L	1245000	1240000-1249999	1.00902328238046	99
2L	1255000	1250000-1259999	0.977016274190946	92
2L	1265000	1260000-1269999	0.999008790228474	93
2L	1275000	1270000-1279999	1.02429433498963	88
2L	1285000	1280000-1289999	0.993520054417223	115
2L	1295000	1290000-1299999	0.969272467696232	58
2L	1305000	1300000-1309999	1.01082736605987	100
2L	1315000	1310000-1319999	0.961963436059707	117
2L	1325000	1320000-1329999	1.16304952698943	62
2L	1335000	1330000-1339999	0.846948499155369	26
2L	1345000	1340000-1349999	0.889684399960009	85
2L	1355000	1350000-1359999	1.03584222755001	97
2L	1365000	1360000-1369999	0.979369068607225	74
2L	1375000	1370000-1379999	1.01392653817682	54
2L	1385000	1380000-1389999	1.00360905847713	121
2L	1395000	1390000-1399999	0.985418867792182	87
2L	1405000	1400000-1409999	1.07766847859658	107
2L	1415000	1410000-1419999	0.802987940918976	33
2L	1425000	1420000-1429999	0.801499391324262	80
2L	1435000	1430000-1439999	1.01318833632081	130
2L	1445000	1440000-1449999	0.961586214328215	131
2L	1455000	1450000-1459999	0.965270754617756	134
2L	1465000	1460000-1469999	0.980486603154059	132
2L	1475000	1470000-1479999	1.01108322069898	119
2L	1485000	1480000-1489999	1.08256235376875	30
2L	1495000	1490000-1499999	0.88196421958601	94
2L	1505000	1500000-1509999	0.975482497328455	115
2L	1515000	1510000-1519999	1.1469929183961	90
2L	1525000	1520000-1529999	0.898897362997729	49
2L	1535000	1530000-1539999	0.950799941483915	78
2L	1545000	1540000-1549999	0.920246865155731	90
2L	1555000	1550000-1559999	0.96576974208987	97
2L	1565000	1560000-1569999	1.02284523510911	45
2L	1575000	1570000-1579999	0.715920808414106	47
2L	1585000	1580000-1589999	1.05284941960012	41
2L	1595000	1590000-1599999	1.01467290841436	85
2L	1605000	1600000-1609999	0.985597803818733	131
2L	1615000	1610000-1619999	1.07414677135075	159
2L	1625000	1620000-1629999	0.996819313910597	152
2L	1635000	1630000-1639999	0.974615102639296	144
2L	1645000	1640000-1649999	0.927328955879877	81
2L	1655000	1650000-1659999	0.957383691752942	105
2L	1665000	1660000-1669999	1.00370435072618	94
2L	1675000	1670000-1679999	0.976345890836752	109
2L	1685000	1680000-1689999	0.968360169469818	46
2L	1695000	1690000-1699999	0.960567265157429	73
2L	1705000	1700000-1709999	0.994553145395711	93
2L	1715000	1710000-1719999	0.953830369357046	136
2L	1725000	1720000-1729999	0.975871698782812	118
2L	1735000	1730000-1739999	0.779690507352375	94
2L	1745000	1740000-1749999	1.03011240884963	115
2L	1755000	1750000-1759999	1.02185124523785	96
2L	1765000	1760000-1769999	0.975387121793798	95
2L	1775000	1770000-1779999	0.75989595521394	58
2L	1785000	1780000-1789999	0.998459738668995	78
2L	1795000	1790000-1799999	0.978356475762218	111
2L	1805000	1800000-1809999	0.979454712189616	26
2L	1815000	1810000-1819999	0.982811029265723	107
2L	1825000	1820000-1829999	0.955467872012832	93
2L	1835000	1830000-1839999	0.980831406359537	104
2L	1845000	1840000-1849999	1.04085621067603	101
2L	1855000	1850000-1859999	1.01441876680944	95
2L	1865000	1860000-1869999	0.947720478984243	62
2L	1875000	1870000-1879999	1.00940143253068	65
2L	1885000	1880000-1889999	0.950843910413261	114
2L	1895000	1890000-1899999	0.982594349055795	47
2L	1905000	1900000-1909999	0.959480143861922	88
2L	1915000	1910000-1919999	0.931544141081483	133
2L	1925000	1920000-1929999	0.989044869553351	118
2L	1935000	1930000-1939999	0.981312448723182	129
2L	1945000	1940000-1949999	0.929865370567614	127
2L	1955000	1950000-1959999	1.08554046238489	146
2L	1965000	1960000-1969999	0.949402726206762	116
2L	1975000	1970000-1979999	0.942191890806906	95
2L	1985000	1980000-1989999	1.03786966925781	93
2L	1995000	1990000-1999999	1.03736723408526	60
2L	2005000	2000000-2009999	1.0034230443952	82
2L	2015000	2010000-2019999	0.995052957531686	91
2L	2025000	2020000-2029999	0.975730189469869	108
2L	2035000	2030000-2039999	1.01104740904079	47
2L	2045000	2040000-2049999	0.992918362619543	74
2L	2055000	2050000-2059999	0.963437862719616	79
2L	2065000	2060000-2069999	0.937904718427621	112
2L	2075000	2070000-2079999	0.993863058828256	95
2L	2085000	2080000-2089999	1.05453786025419	78
2L	2095000	2090000-2099999	0.975759141266288	54
2L	2115000	2110000-2119999	1.11588265926055	45
2L	2125000	2120000-2129999	0.996533234386823	105
2L	2135000	2130000-2139999	0.906952449567723	58
2L	2155000	2150000-2159999	0.985125145748667	42
2L	2165000	2160000-2169999	0.979624934329245	99
2L	2175000	2170000-2179999	1.02562195781504	40
2L	2185000	2180000-2189999	0.896993391476007	83
2L	2195000	2190000-2199999	0.70813902652288	54
2L	2205000	2200000-2209999	0.995186169656125	42
2L	2215000	2210000-2219999	0.934300595238095	77
2L	2225000	2220000-2229999	1.10949452139756	40
2L	2235000	2230000-2239999	1.00285763424928	33
2L	2245000	2240000-2249999	1.02400169923534	100
2L	2255000	2250000-2259999	1.01112565445026	95
2L	2265000	2260000-2269999	0.995685673865005	117
2L	2285000	2280000-2289999	0.956243133133611	75
2L	2295000	2290000-2299999	0.93388604319586	64
2L	2305000	2300000-2309999	0.968795407446225	105
2L	2315000	2310000-2319999	0.961611291540645	94
2L	2325000	2320000-2329999	0.992389767205744	71
2L	2335000	2330000-2339999	0.844974420928602	48
2L	2345000	2340000-2349999	0.93462514100516	131
2L	2355000	2350000-2359999	0.883868581643346	43
2L	2365000	2360000-2369999	1.02834569818265	74
2L	2375000	2370000-2379999	0.98608634570703	74
2L	2385000	2380000-2389999	1.01612820905425	54
2L	2395000	2390000-2399999	0.942633716326446	164
2L	2405000	2400000-2409999	1.01700489853044	80
2L	2415000	2410000-2419999	1.01790156139177	94
2L	2425000	2420000-2429999	0.948485157604815	113
2L	2435000	2430000-2439999	1.252255069396	52
2L	2445000	2440000-2449999	0.922433360493539	68
2L	2455000	2450000-2459999	0.902675685496981	76
2L	2465000	2460000-2469999	1.00770533827035	40
2L	2475000	2470000-2479999	0.930705593277018	23
2L	2485000	2480000-2489999	0.997207207699581	60
2L	2495000	2490000-2499999	0.988744231848213	57
2L	2505000	2500000-2509999	1.02194357366771	89
2L	2515000	2510000-2519999	0.93250047926385	104
2L	2525000	2520000-2529999	1.21259975272564	84
2L	2535000	2530000-2539999	0.998045988001052	56
2L	2545000	2540000-2549999	0.951805481361461	144
2L	2555000	2550000-2559999	0.902493904103786	127
2L	2565000	2560000-2569999	0.923471781129186	91
2L	2575000	2570000-2579999	0.988306302303191	110
2L	2585000	2580000-2589999	0.969985763257966	127
2L	2595000	2590000-2599999	0.896116469715341	63
2L	2605000	2600000-2609999	1.03451653985566	76
2L	2615000	2610000-2619999	0.980961352323008	110
2L	2625000	2620000-2629999	1.01631718026264	49
2L	2635000	2630000-2639999	0.969957775410834	70
2L	2645000	2640000-2649999	0.970518602029313	118
2L	2655000	2650000-2659999	1.04440848407791	89
2L	2665000	2660000-2669999	1.05290925401238	67
2L	2675000	2670000-2679999	0.968620450064993	145
2L	2685000	2680000-2689999	1.01080862896354	71
2L	2695000	2690000-2699999	1.01548888495463	104
2L	2705000	2700000-2709999	0.978797982388647	84
2L	2715000	2710000-2719999	0.985838787731708	116
2L	2725000	2720000-2729999	1.02032394931817	111
2L	2735000	2730000-2739999	0.939970174226167	85
2L	2745000	2740000-2749999	0.995834299950576	165
2L	2755000	2750000-2759999	0.857950943971501	68
2L	2765000	2760000-2769999	1.00970933564463	131
2L	2775000	2770000-2779999	0.898221949724096	26
2L	2785000	2780000-2789999	0.987086228034328	43
2L	2795000	2790000-2799999	0.985910129474486	168
2L	2805000	2800000-2809999	1.00277808177663	96
2L	2815000	2810000-2819999	0.967888619756152	121
2L	2825000	2820000-2829999	0.892075381679389	106
2L	2835000	2830000-2839999	0.905215739434346	93
2L	2845000	2840000-2849999	0.950955339005505	157
2L	2855000	2850000-2859999	0.971827465143436	138
2L	2865000	2860000-2869999	1.03159439436761	131
2L	2875000	2870000-2879999	0.987788068665302	120
2L	2885000	2880000-2889999	0.940835951632867	99
2L	2895000	2890000-2899999	1.00333729769329	47
2L	2905000	2900000-2909999	1.00056327279665	68
2L	2915000	2910000-2919999	0.999080700729425	74
2L	2925000	2920000-2929999	0.9972425	80
2L	2935000	2930000-2939999	0.999258758284864	37
2L	2945000	2940000-2949999	1.0014615925946	37
2L	2965000	2960000-2969999	1	33
2L	2975000	2970000-2979999	0.99200147287456	22
2L	2985000	2980000-2989999	0.99953700236265	30
2L	2995000	2990000-2999999	1.00025517207965	62
2L	3005000	3000000-3009999	0.998514285714286	21
2L	3015000	3010000-3019999	1.00183596575575	69
2L	3025000	3020000-3029999	1.00356487802187	30
2L	3045000	3040000-3049999	1.00185342884336	24
2L	3055000	3050000-3059999	1.00115516089741	51
2L	3065000	3060000-3069999	1.42637912931104	20
2L	3085000	3080000-3089999	1.02568370037014	108
2L	3095000	3090000-3099999	0.917728882577378	96
2L	3105000	3100000-3109999	1.03148327769055	92
2L	3115000	3110000-3119999	1.04835054981673	81
2L	3125000	3120000-3129999	1.11703511053316	115
2L	3135000	3130000-3139999	0.979002471545405	63
2L	3145000	3140000-3149999	1.16729452315952	66
2L	3155000	3150000-3159999	1.00635691859563	103
2L	3165000	3160000-3169999	0.957624030402416	46
2L	3175000	3170000-3179999	1.06091451248657	89
2L	3185000	3180000-3189999	1.05605836252664	82
2L	3195000	3190000-3199999	0.962228611790894	100
2L	3205000	3200000-3209999	1.09254065693621	51
2L	3215000	3210000-3219999	0.975114983087143	94
2L	3225000	3220000-3229999	1.01029582203418	121
2L	3235000	3230000-3239999	0.997460098867763	102
2L	3245000	3240000-3249999	0.958262359134259	83
2L	3255000	3250000-3259999	0.826431988396256	33
2L	3265000	3260000-3269999	0.977979580101596	164
2L	3275000	3270000-3279999	1.00952425046133	155
2L	3285000	3280000-3289999	1.00315573832226	107
2L	3295000	3290000-3299999	0.986244770774873	92
2L	3305000	3300000-3309999	0.929726047193377	52
2L	3315000	3310000-3319999	1.00098087486345	108
2L	3325000	3320000-3329999	0.913694758924391	140
2L	3335000	3330000-3339999	0.997360427947639	85
2L	3345000	3340000-3349999	0.998786096530972	87
2L	3355000	3350000-3359999	0.995765686607825	47
2L	3365000	3360000-3369999	1.0090758525034	101
2L	3375000	3370000-3379999	0.995075656166027	170
2L	3385000	3380000-3389999	0.982118585726642	161
2L	3395000	3390000-3399999	1.00107124549939	143
2L	3405000	3400000-3409999	0.990381065814127	76
2L	3415000	3410000-3419999	0.953852935245929	97
2L	3425000	3420000-3429999	0.959205089981618	126
2L	3435000	3430000-3439999	1.00182107250086	182
2L	3445000	3440000-3449999	0.902085818127178	94
2L	3455000	3450000-3459999	0.90872476370335	99
2L	3465000	3460000-3469999	1.05119417830929	168
2L	3475000	3470000-3479999	0.888529698562767	126
2L	3485000	3480000-3489999	0.885666123092146	96
2L	3495000	3490000-3499999	0.971185532849764	61
2L	3505000	3500000-3509999	0.928574089547155	79
2L	3515000	3510000-3519999	1.06447510140477	46
2L	3525000	3520000-3529999	0.991230140789847	168
2L	3535000	3530000-3539999	0.91271481540363	108
2L	3545000	3540000-3549999	0.94316731796794	128
2L	3555000	3550000-3559999	1.01382684068216	146
2L	3565000	3560000-3569999	1.01802256977267	115
2L	3575000	3570000-3579999	0.961362583931466	126
2L	3585000	3580000-3589999	0.977788285010324	138
2L	3595000	3590000-3599999	1.00363685200107	90
2L	3605000	3600000-3609999	0.990569801603133	102
2L	3615000	3610000-3619999	0.997333665260344	141
2L	3625000	3620000-3629999	0.9668349038714	113
2L	3635000	3630000-3639999	1.00332818498385	101
2L	3645000	3640000-3649999	0.990607994697286	86
2L	3655000	3650000-3659999	0.921975038495826	73
2L	3665000	3660000-3669999	0.932161248523737	120
2L	3675000	3670000-3679999	0.971963969075821	135
2L	3685000	3680000-3689999	0.885941717839834	137
2L	3695000	3690000-3699999	1.02191619333405	157
2L	3705000	3700000-3709999	1.05975489313067	132
2L	3715000	3710000-3719999	1.02047454926671	79
2L	3725000	3720000-3729999	1.03755624333533	48
2L	3735000	3730000-3739999	0.985221055552184	69
2L	3745000	3740000-3749999	1.07971160145316	110
2L	3755000	3750000-3759999	0.992260880324863	75
2L	3765000	3760000-3769999	1.02682248285543	102
2L	3775000	3770000-3779999	0.998849248013128	80
2L	3785000	3780000-3789999	0.988990843643884	80
2L	3795000	3790000-3799999	1.09274357616097	120
2L	3805000	3800000-3809999	0.73486883465737	61
2L	3815000	3810000-3819999	0.960200014041547	74
2L	3825000	3820000-3829999	0.948045837295247	121
2L	3835000	3830000-3839999	0.987347551033718	99
2L	3845000	3840000-3849999	0.942293152268987	85
2L	3855000	3850000-3859999	0.932922106271213	81
2L	3865000	3860000-3869999	0.914002827721281	135
2L	3875000	3870000-3879999	0.969563054790327	156
2L	3885000	3880000-3889999	1.00375939849624	129
2L	3895000	3890000-3899999	0.981882337470687	118
2L	3905000	3900000-3909999	1.04743740940026	74
2L	3915000	3910000-3919999	0.956269023595915	50
2L	3925000	3920000-3929999	0.88019524100061	65
2L	3935000	3930000-3939999	1.01351051258258	120
2L	3945000	3940000-3949999	1.00045871261167	139
2L	3955000	3950000-3959999	0.988580875850668	88
2L	3965000	3960000-3969999	0.930981040171509	104
2L	3975000	3970000-3979999	0.993501892750866	36
2L	3985000	3980000-3989999	1.17769563494115	95
2L	3995000	3990000-3999999	0.88382928164257	107
2L	4005000	4000000-4009999	1.00048627030675	144
2L	4015000	4010000-4019999	1.02301163311146	99
2L	4025000	4020000-4029999	0.968533317876525	142
2L	4035000	4030000-4039999	1.05539246696568	61
2L	4045000	4040000-4049999	0.925128759942706	109
2L	4055000	4050000-4059999	0.968187486647489	89
2L	4065000	4060000-4069999	0.911338601532567	20
2L	4075000	4070000-4079999	1.00376290212951	92
2L	4085000	4080000-4089999	0.996508228016336	73
2L	4095000	4090000-4099999	1.00508487595053	97
2L	4105000	4100000-4109999	0.972024387611956	111
2L	4115000	4110000-4119999	1.07616152291212	73
2L	4125000	4120000-4129999	0.999196800450454	126
2L	4135000	4130000-4139999	1.11569611463561	97
2L	4145000	4140000-4149999	1.02822809686413	137
2L	4155000	4150000-4159999	0.975055847505904	128
2L	4165000	4160000-4169999	1.00759724793247	126
2L	4175000	4170000-4179999	0.976019480460148	132
2L	4185000	4180000-4189999	1.20741720671389	118
2L	4195000	4190000-4199999	0.937114580410247	87
2L	4205000	4200000-4209999	0.977511294023037	160
2L	4215000	4210000-4219999	0.977772881729359	137
2L	4225000	4220000-4229999	1.09335453322733	112
2L	4235000	4230000-4239999	0.93263645016246	73
2L	4245000	4240000-4249999	0.902477076581592	73
2L	4255000	4250000-4259999	0.941067412837107	72
2L	4265000	4260000-4269999	0.976685077472017	79
2L	4275000	4270000-4279999	0.919315459738346	124
2L	4285000	4280000-4289999	0.978213984773175	100
2L	4295000	4290000-4299999	0.977378593527305	61
2L	4305000	4300000-4309999	0.997905921722181	107
2L	4315000	4310000-4319999	0.966523550416596	69
2L	4325000	4320000-4329999	1.00738289060675	88
2L	4335000	4330000-4339999	0.963727344273079	83
2L	4345000	4340000-4349999	0.885226690740532	115
2L	4355000	4350000-4359999	0.995426451275175	111
2L	4365000	4360000-4369999	0.996957833821673	74
2L	4375000	4370000-4379999	0.956100757806515	45
2L	4385000	4380000-4389999	0.847646706310792	53
2L	4395000	4390000-4399999	0.80365803774908	21
2L	4405000	4400000-4409999	0.923403733041286	70
2L	4415000	4410000-4419999	0.993914457659764	65
2L	4425000	4420000-4429999	1.05870685322519	118
2L	4435000	4430000-4439999	1.00621848359451	70
2L	4445000	4440000-4449999	1.00912990551272	42
2L	4455000	4450000-4459999	1.33588631131574	91
2L	4465000	4460000-4469999	0.828360112216271	71
2L	4475000	4470000-4479999	0.721499082729099	45
2L	4485000	4480000-4489999	0.889921573217839	77
2L	4495000	4490000-4499999	0.759407092030829	92
2L	4525000	4520000-4529999	0.80386147716825	21
2L	4555000	4550000-4559999	0.84553768106268	27
2L	4565000	4560000-4569999	1.08032714131744	27
2L	4575000	4570000-4579999	0.870269294961433	64
2L	4585000	4580000-4589999	0.986423095203654	74
2L	4595000	4590000-4599999	0.966839637187244	91
2L	4605000	4600000-4609999	1.00985359007143	31
2L	4615000	4610000-4619999	0.967003764671145	39
2L	4625000	4620000-4629999	0.934835173304048	94
2L	4635000	4630000-4639999	0.968370256635227	39
2L	4645000	4640000-4649999	1.04432212819497	143
2L	4655000	4650000-4659999	1.03886904879348	64
2L	4675000	4670000-4679999	0.978090195362425	26
2L	4685000	4680000-4689999	0.946189178087307	49
2L	4695000	4690000-4699999	1.02670076815188	125
2L	4705000	4700000-4709999	0.932059802344754	91
2L	4715000	4710000-4719999	0.961185553213557	130
2L	4725000	4720000-4729999	1.03537497189116	122
2L	4735000	4730000-4739999	0.97667873975828	139
2L	4745000	4740000-4749999	0.933197570101773	110
2L	4755000	4750000-4759999	0.973600247259932	122
2L	4765000	4760000-4769999	1.01914069454079	121
2L	4775000	4770000-4779999	0.928259781847293	72
2L	4785000	4780000-4789999	0.97401472836771	105
2L	4795000	4790000-4799999	1.01321866189844	117
2L	4805000	4800000-4809999	0.820064254391108	66
2L	4815000	4810000-4819999	0.905289782488263	122
2L	4825000	4820000-4829999	0.971895767314586	79
2L	4835000	4830000-4839999	1.04332223168874	103
2L	4845000	4840000-4849999	0.986223016636876	54
2L	4855000	4850000-4859999	0.998479708103956	115
2L	4865000	4860000-4869999	1.0708729581211	108
2L	4875000	4870000-4879999	0.990989711544531	88
2L	4885000	4880000-4889999	0.922103018257731	68
2L	4895000	4890000-4899999	0.99604590878353	67
2L	4905000	4900000-4909999	0.995637391941864	93
2L	4915000	4910000-4919999	0.951249013936366	72
2L	4925000	4920000-4929999	0.96115520282187	45
2L	4935000	4930000-4939999	1.00793016689081	133
2L	4945000	4940000-4949999	1.03180416766886	116
2L	4955000	4950000-4959999	0.940802138504044	111
2L	4965000	4960000-4969999	0.91921462581084	90
2L	4975000	4970000-4979999	0.994471290626672	61
2L	4985000	4980000-4989999	0.925443297290697	62
2L	4995000	4990000-4999999	0.972597616316761	32
2L	5005000	5000000-5009999	0.879378804255077	57
2L	5015000	5010000-5019999	1.2047361683971	48
2L	5025000	5020000-5029999	1.11731875885602	57
2L	5055000	5050000-5059999	0.913624102427719	46
2L	5065000	5060000-5069999	0.991946047816644	83
2L	5075000	5070000-5079999	0.972633081936003	26
2L	5085000	5080000-5089999	0.735920918738189	36
2L	5095000	5090000-5099999	0.631770937437538	46
2L	5105000	5100000-5109999	1.04567646230401	31
2L	5115000	5110000-5119999	1.16281045085448	45
2L	5135000	5130000-5139999	0.865081529148716	21
2L	5145000	5140000-5149999	0.877579519006982	102
2L	5155000	5150000-5159999	0.597565173849091	40
2L	5165000	5160000-5169999	1.01337585592346	65
2L	5185000	5180000-5189999	0.595150972701187	37
2L	5195000	5190000-5199999	0.682900170026719	24
2L	5215000	5210000-5219999	1.1462230029968	31
2L	5225000	5220000-5229999	1.13333333333333	28
2L	5235000	5230000-5239999	0.698312870853955	40
2L	5245000	5240000-5249999	1.06766602668242	52
2L	5255000	5250000-5259999	0.963349648121868	46
2L	5265000	5260000-5269999	0.896412967129778	117
2L	5275000	5270000-5279999	1.01550807775118	40
2L	5285000	5280000-5289999	0.941162915738536	62
2L	5295000	5290000-5299999	1.02787450143352	100
2L	5305000	5300000-5309999	0.973339802148909	69
2L	5325000	5320000-5329999	0.925106636246404	37
2L	5335000	5330000-5339999	0.930290413119622	81
2L	5345000	5340000-5349999	0.965342648794722	37
2L	5365000	5360000-5369999	1.00766967267074	56
2L	5375000	5370000-5379999	0.99151467831597	147
2L	5385000	5380000-5389999	1.02857925824675	143
2L	5395000	5390000-5399999	0.909850620380441	31
2L	5405000	5400000-5409999	1.04030325071883	95
2L	5415000	5410000-5419999	0.949226605755146	82
2L	5425000	5420000-5429999	1.02190875709833	121
2L	5435000	5430000-5439999	1.03385791026708	59
2L	5445000	5440000-5449999	0.976336772122113	147
2L	5455000	5450000-5459999	1.00723663257723	94
2L	5465000	5460000-5469999	0.961485763878211	111
2L	5475000	5470000-5479999	1.01285127809658	88
2L	5485000	5480000-5489999	0.991174761171207	100
2L	5495000	5490000-5499999	0.995036372207382	73
2L	5505000	5500000-5509999	0.98708657414848	105
2L	5515000	5510000-5519999	1.00118083842932	92
2L	5525000	5520000-5529999	0.94214199060585	75
2L	5535000	5530000-5539999	0.954336444826744	121
2L	5545000	5540000-5549999	1.00545450987682	91
2L	5555000	5550000-5559999	0.990708626414081	96
2L	5565000	5560000-5569999	0.921565497029342	140
2L	5575000	5570000-5579999	0.905097674296686	69
2L	5585000	5580000-5589999	1.00283413306395	47
2L	5595000	5590000-5599999	0.885313971045386	48
2L	5605000	5600000-5609999	1.03176954289203	81
2L	5615000	5610000-5619999	0.944248442876432	67
2L	5625000	5620000-5629999	1.07846984275992	114
2L	5635000	5630000-5639999	0.999110700056915	71
2L	5645000	5640000-5649999	1.00040127052886	77
2L	5655000	5650000-5659999	0.963075841050287	33
2L	5665000	5660000-5669999	0.996055758347829	87
2L	5675000	5670000-5679999	1.04794661190965	31
2L	5685000	5680000-5689999	0.992453601690102	79
2L	5695000	5690000-5699999	0.979261259401945	109
2L	5705000	5700000-5709999	1.04812163644914	64
2L	5715000	5710000-5719999	1.00796865403603	78
2L	5725000	5720000-5729999	1.21921582479689	67
2L	5735000	5730000-5739999	1.05232714350169	106
2L	5745000	5740000-5749999	1.01596861601137	33
2L	5755000	5750000-5759999	0.871709383899423	82
2L	5765000	5760000-5769999	1.00239572254629	86
2L	5775000	5770000-5779999	1.07026087485304	84
2L	5785000	5780000-5789999	0.937772878437881	107
2L	5795000	5790000-5799999	0.94043249104532	96
2L	5805000	5800000-5809999	1.02046548431819	118
2L	5815000	5810000-5819999	1.01197841389995	80
2L	5825000	5820000-5829999	0.958741252601171	58
2L	5835000	5830000-5839999	1.08092680911788	25
2L	5845000	5840000-5849999	0.895596628095712	22
2L	5855000	5850000-5859999	0.745559686080132	30
2L	5865000	5860000-5869999	0.896083066013844	114
2L	5875000	5870000-5879999	0.994350496163538	104
2L	5885000	5880000-5889999	0.954981890391419	145
2L	5895000	5890000-5899999	0.875958210563128	111
2L	5905000	5900000-5909999	0.971113045914895	116
2L	5915000	5910000-5919999	0.931145617758327	116
2L	5925000	5920000-5929999	1.06586798469883	84
2L	5935000	5930000-5939999	0.930873158147873	135
2L	5945000	5940000-5949999	0.957782859351348	81
2L	5955000	5950000-5959999	0.991876859658606	86
2L	5965000	5960000-5969999	0.99754386812585	57
2L	5975000	5970000-5979999	0.99637521086031	72
2L	5985000	5980000-5989999	1.08590093603744	27
2L	5995000	5990000-5999999	0.958448708867281	49
2L	6005000	6000000-6009999	1.08073564386994	155
2L	6015000	6010000-6019999	1.03530427111103	134
2L	6025000	6020000-6029999	0.916835217132659	137
